id,name,category,price_tier,neighborhood,opening_hours,avg_rating,good_for_kids
390,The Golden Rooster,Thai,Medium,Bronx,10:05,1.11,true
391,The Cozy Corner,Chinese,Medium,Manhattan,19:06,1.24,true
392,The Golden Rooster,Greek,Medium,Staten Island,2:00,3.47,false
393,The Spice Route,Japanese,Medium,Brooklyn,14:33,1.19,false
394,The Hungry Spoon,Indian,Cheap,Staten Island,21:42,2.22,true
395,Mama Mia Pizzeria,Chinese,Medium,Staten Island,18:30,4.49,false
396,The Spice Route,Greek,Cheap,Brooklyn,17:21,4.68,false
397,La Petite Boulangerie,Chinese,Expensive,Brooklyn,12:33,2.74,true
398,The Golden Rooster,Thai,Medium,Queens,13:16,3.12,false
399,La Petite Boulangerie,Chinese,Cheap,Bronx,22:56,3.06,true
400,The Cozy Corner,French,Medium,Brooklyn,23:27,3.88,false
401,La Petite Boulangerie,Greek,Medium,Manhattan,4:08,4.84,false
402,The Spice Route,Italian,Expensive,Bronx,15:04,1.37,true
403,La Petite Boulangerie,Indian,Expensive,Bronx,4:05,4.69,true
404,The Golden Rooster,Chinese,Medium,Manhattan,18:56,1.38,false
405,Cafe Delight,Mexican,Expensive,Staten Island,20:47,1.79,false
406,La Petite Boulangerie,Mexican,Expensive,Manhattan,6:04,2.14,true
407,Bella Italia,Greek,Expensive,Bronx,16:40,4.16,false
408,Mama Mia Pizzeria,Italian,Medium,Bronx,12:25,1.31,false
409,The Hungry Spoon,Spanish,Cheap,Bronx,15:11,1.82,true
410,The Rustic Tavern,Italian,Expensive,Manhattan,11:47,3.1,true
411,The Rustic Tavern,Spanish,Expensive,Manhattan,19:50,3.85,false
412,Mama Mia Pizzeria,Korean,Expensive,Brooklyn,20:46,2.83,false
413,Bella Italia,French,Cheap,Staten Island,15:40,4.85,false
414,The Cozy Corner,Korean,Expensive,Bronx,10:47,3.39,true
415,The Hungry Spoon,Indian,Medium,Bronx,15:51,3.8,true
416,La Petite Boulangerie,Chinese,Cheap,Brooklyn,10:15,4.54,true
417,La Petite Boulangerie,Korean,Medium,Bronx,23:41,1.78,true
418,The Hungry Spoon,Indian,Cheap,Bronx,4:36,1.21,false
419,The Hungry Spoon,Indian,Medium,Bronx,11:54,3.15,false
420,Cafe Delight,Italian,Expensive,Brooklyn,10:34,1.37,true
421,Sushi Paradise,Thai,Cheap,Staten Island,17:57,4.56,true
422,Sushi Paradise,Korean,Expensive,Staten Island,21:42,1.04,true
423,Bella Italia,Greek,Expensive,Manhattan,7:48,1.35,false
424,Sushi Paradise,Japanese,Cheap,Bronx,13:11,1.6,true
425,Bella Italia,Spanish,Cheap,Brooklyn,1:50,1.48,true
426,The Spice Route,Greek,Cheap,Brooklyn,17:58,3.8,true
427,Bella Italia,French,Medium,Manhattan,9:35,3.04,false
428,The Rustic Tavern,Chinese,Cheap,Staten Island,13:19,3.03,false
429,Cafe Delight,Greek,Cheap,Manhattan,17:48,1.43,false
430,Bella Italia,Japanese,Medium,Bronx,14:42,3.32,false
431,The Golden Rooster,Spanish,Cheap,Manhattan,11:24,2.34,true
432,Bella Italia,Korean,Medium,Bronx,23:30,3.55,false
433,The Rustic Tavern,Chinese,Expensive,Staten Island,10:53,3.5,true
434,The Rustic Tavern,Indian,Expensive,Bronx,15:43,4.67,false
435,The Rustic Tavern,Greek,Cheap,Bronx,18:57,3.74,false
436,Mama Mia Pizzeria,Indian,Medium,Bronx,13:14,1.63,false
437,The Rustic Tavern,Mexican,Expensive,Brooklyn,14:32,1.46,false
438,Sushi Paradise,Japanese,Expensive,Staten Island,13:40,1.3,false
439,The Cozy Corner,Chinese,Cheap,Manhattan,11:28,4.75,true
440,La Petite Boulangerie,French,Medium,Bronx,1:24,2.14,false
441,Sushi Paradise,Chinese,Cheap,Brooklyn,4:22,4.71,false
442,The Golden Rooster,Spanish,Expensive,Queens,2:30,1.65,true
443,Bella Italia,Indian,Expensive,Staten Island,23:53,2.45,false
444,The Golden Rooster,Korean,Medium,Bronx,4:30,4.49,true
445,The Cozy Corner,French,Expensive,Queens,14:17,1.26,true
446,The Cozy Corner,Spanish,Expensive,Queens,12:50,3.44,true
447,The Cozy Corner,Chinese,Cheap,Queens,20:09,3.33,true
448,La Petite Boulangerie,Italian,Cheap,Manhattan,12:15,4.98,true
449,The Rustic Tavern,Spanish,Cheap,Staten Island,10:38,4.37,true
450,The Cozy Corner,Chinese,Medium,Bronx,13:00,4.29,false
451,Cafe Delight,Italian,Expensive,Manhattan,7:15,3.23,false
452,La Petite Boulangerie,Thai,Medium,Manhattan,22:31,2.58,true
453,The Cozy Corner,Chinese,Expensive,Bronx,6:18,3.6,false
454,Cafe Delight,Japanese,Medium,Queens,1:14,4.44,false
455,Sushi Paradise,Indian,Expensive,Bronx,19:21,2.86,false
456,Bella Italia,Mexican,Cheap,Queens,18:44,4.46,true
457,Mama Mia Pizzeria,French,Cheap,Manhattan,13:29,3.99,false
458,La Petite Boulangerie,Spanish,Medium,Manhattan,2:24,2.46,true
459,La Petite Boulangerie,Italian,Cheap,Brooklyn,16:19,1.73,true
460,Bella Italia,Mexican,Cheap,Manhattan,12:31,1.22,false
461,Mama Mia Pizzeria,Mexican,Medium,Brooklyn,2:15,2.85,true
462,The Hungry Spoon,Indian,Expensive,Manhattan,21:29,1.88,true
463,The Spice Route,Thai,Expensive,Bronx,0:26,1.25,true
464,The Hungry Spoon,Indian,Expensive,Queens,1:16,3.12,true
465,The Spice Route,Chinese,Medium,Brooklyn,12:32,1.51,true
466,The Golden Rooster,Korean,Expensive,Brooklyn,6:02,3.55,true
467,The Spice Route,Mexican,Expensive,Staten Island,20:41,4.16,true
468,Mama Mia Pizzeria,French,Cheap,Queens,22:29,1.84,true
469,The Hungry Spoon,Greek,Expensive,Manhattan,3:08,2.66,true
470,The Cozy Corner,Japanese,Medium,Brooklyn,17:48,1.57,true
471,The Rustic Tavern,Indian,Cheap,Bronx,2:07,3.85,false
472,The Golden Rooster,Thai,Cheap,Queens,15:15,3.46,true
473,The Rustic Tavern,Korean,Expensive,Staten Island,0:31,4.46,true
474,Bella Italia,Japanese,Medium,Brooklyn,3:08,3.92,false
475,The Cozy Corner,Spanish,Medium,Brooklyn,18:41,1.85,true
476,Sushi Paradise,Indian,Expensive,Staten Island,8:26,3.19,false
477,Mama Mia Pizzeria,Chinese,Medium,Bronx,21:30,4.07,false
478,The Rustic Tavern,Indian,Medium,Brooklyn,1:15,3.58,true
479,Mama Mia Pizzeria,Greek,Cheap,Brooklyn,7:40,1.94,true
480,The Hungry Spoon,Korean,Expensive,Bronx,7:30,1.78,false
481,The Golden Rooster,Greek,Expensive,Manhattan,23:18,2.06,true
482,Sushi Paradise,Spanish,Cheap,Queens,23:50,1.86,false
483,The Cozy Corner,Indian,Medium,Bronx,3:42,3.12,false
484,The Golden Rooster,Greek,Medium,Bronx,20:17,4.82,true
485,The Cozy Corner,Thai,Expensive,Manhattan,19:25,1.34,false
486,La Petite Boulangerie,Indian,Expensive,Manhattan,15:19,1.46,false
487,The Hungry Spoon,Spanish,Medium,Queens,0:51,3.83,false
488,Bella Italia,Japanese,Expensive,Queens,14:40,3.01,false
489,Cafe Delight,Japanese,Expensive,Brooklyn,1:26,3.11,false
490,The Cozy Corner,Chinese,Medium,Bronx,13:14,4.45,false
491,The Hungry Spoon,Japanese,Expensive,Bronx,10:46,2.46,true
492,La Petite Boulangerie,Chinese,Expensive,Manhattan,4:47,4.63,false
493,La Petite Boulangerie,Thai,Expensive,Bronx,0:29,3.0,true
494,Cafe Delight,Spanish,Expensive,Manhattan,22:19,4.57,false
495,The Rustic Tavern,Thai,Cheap,Bronx,3:04,2.66,true
496,The Golden Rooster,Italian,Medium,Queens,7:42,3.75,false
497,Mama Mia Pizzeria,Thai,Medium,Staten Island,20:44,3.04,false
498,The Spice Route,Thai,Expensive,Manhattan,15:31,3.43,true
499,The Rustic Tavern,Indian,Expensive,Manhattan,15:47,3.97,true
500,The Spice Route,Indian,Medium,Manhattan,14:36,1.26,true
501,Cafe Delight,Spanish,Cheap,Manhattan,8:41,3.22,false
502,La Petite Boulangerie,Korean,Medium,Brooklyn,11:27,3.91,false
503,Cafe Delight,Greek,Medium,Brooklyn,19:26,3.23,true
504,The Cozy Corner,Chinese,Medium,Manhattan,13:48,4.48,true
505,Mama Mia Pizzeria,Chinese,Expensive,Bronx,15:07,4.89,false
506,Bella Italia,Greek,Cheap,Queens,19:31,1.85,false
507,Cafe Delight,French,Cheap,Bronx,15:51,4.07,false
508,Sushi Paradise,Spanish,Medium,Brooklyn,2:17,2.94,true
509,Sushi Paradise,Spanish,Cheap,Manhattan,16:15,1.58,true
510,Mama Mia Pizzeria,Chinese,Medium,Manhattan,15:53,3.28,true
511,Cafe Delight,Thai,Expensive,Brooklyn,20:59,3.21,false
512,La Petite Boulangerie,Japanese,Medium,Queens,5:16,2.34,false
513,La Petite Boulangerie,Indian,Cheap,Staten Island,16:55,3.95,false
514,The Hungry Spoon,Thai,Medium,Brooklyn,4:00,1.58,false
515,The Cozy Corner,Spanish,Expensive,Queens,2:50,3.86,false
516,The Rustic Tavern,Chinese,Cheap,Queens,22:09,4.51,true
517,The Golden Rooster,Greek,Medium,Staten Island,23:07,1.29,true
518,Sushi Paradise,Korean,Medium,Bronx,17:19,2.73,false
519,Cafe Delight,Greek,Medium,Brooklyn,17:50,2.03,true
520,Bella Italia,Chinese,Medium,Brooklyn,14:54,3.87,true
521,The Hungry Spoon,Spanish,Expensive,Manhattan,7:36,4.95,true
522,The Rustic Tavern,Spanish,Medium,Bronx,1:23,1.06,true
523,Mama Mia Pizzeria,Korean,Cheap,Queens,6:53,2.87,false
524,The Golden Rooster,Mexican,Cheap,Brooklyn,0:18,2.35,true
525,The Cozy Corner,French,Medium,Staten Island,8:26,4.1,true
526,Cafe Delight,Indian,Cheap,Queens,20:57,2.42,false
527,The Golden Rooster,Japanese,Cheap,Staten Island,9:48,3.74,true
528,Cafe Delight,Korean,Cheap,Bronx,10:19,2.08,true
529,The Rustic Tavern,Japanese,Cheap,Brooklyn,9:30,2.13,true
530,The Golden Rooster,Thai,Expensive,Brooklyn,6:19,3.35,false
531,Bella Italia,Japanese,Cheap,Staten Island,11:11,3.91,false
532,La Petite Boulangerie,Korean,Medium,Staten Island,23:18,2.12,true
533,The Hungry Spoon,Greek,Medium,Staten Island,9:42,1.06,true
534,The Golden Rooster,Japanese,Expensive,Brooklyn,4:06,1.35,true
535,The Hungry Spoon,Indian,Medium,Bronx,7:17,2.42,false
536,The Hungry Spoon,Italian,Cheap,Staten Island,19:37,2.33,false
537,The Spice Route,Chinese,Cheap,Bronx,17:23,4.73,false
538,Mama Mia Pizzeria,Korean,Expensive,Staten Island,8:36,1.05,true
539,The Golden Rooster,Korean,Expensive,Queens,6:05,3.89,true
540,Cafe Delight,Italian,Expensive,Staten Island,8:27,4.36,true
541,The Cozy Corner,Chinese,Cheap,Queens,16:05,2.68,false
542,The Golden Rooster,Spanish,Cheap,Staten Island,16:35,2.34,true
543,The Hungry Spoon,Mexican,Expensive,Brooklyn,4:41,4.48,true
544,Bella Italia,Korean,Medium,Brooklyn,21:01,4.7,true
545,The Golden Rooster,Italian,Medium,Brooklyn,7:32,3.59,false
546,The Cozy Corner,French,Medium,Queens,18:52,4.02,true
547,The Golden Rooster,Greek,Medium,Staten Island,1:07,3.21,false
548,Sushi Paradise,Greek,Expensive,Staten Island,1:03,4.93,false
549,Mama Mia Pizzeria,Japanese,Expensive,Manhattan,12:12,1.0,false
550,Cafe Delight,Greek,Expensive,Bronx,9:51,1.64,true
551,The Golden Rooster,Spanish,Expensive,Queens,14:57,1.7,false
552,Mama Mia Pizzeria,Spanish,Medium,Bronx,1:50,1.22,true
553,The Hungry Spoon,Spanish,Cheap,Brooklyn,4:34,4.25,true
554,The Spice Route,Spanish,Medium,Brooklyn,10:56,3.09,false
555,The Golden Rooster,Japanese,Medium,Bronx,8:20,3.25,false
556,Sushi Paradise,Japanese,Expensive,Queens,13:53,3.43,false
557,The Rustic Tavern,Thai,Expensive,Queens,10:38,2.43,false
558,Mama Mia Pizzeria,Mexican,Expensive,Brooklyn,2:36,2.72,false
559,The Spice Route,Mexican,Expensive,Staten Island,17:20,3.53,true
560,The Rustic Tavern,Thai,Cheap,Queens,4:55,1.22,true
561,The Cozy Corner,Korean,Cheap,Manhattan,14:50,3.17,true
562,The Hungry Spoon,Chinese,Medium,Queens,6:10,1.17,true
563,Mama Mia Pizzeria,Indian,Cheap,Manhattan,1:55,4.11,true
564,The Spice Route,Greek,Expensive,Staten Island,17:06,1.53,false
565,The Spice Route,Greek,Medium,Manhattan,15:54,1.97,true
566,La Petite Boulangerie,Thai,Cheap,Brooklyn,0:38,2.06,true
567,The Cozy Corner,French,Cheap,Manhattan,22:04,1.96,false
568,The Spice Route,Japanese,Medium,Manhattan,10:34,1.83,true
569,The Spice Route,Thai,Expensive,Bronx,18:59,3.05,true
570,The Spice Route,Korean,Cheap,Bronx,7:20,3.85,false
571,The Golden Rooster,Thai,Medium,Brooklyn,12:31,1.96,false
572,The Golden Rooster,Italian,Expensive,Manhattan,22:05,3.79,true
573,La Petite Boulangerie,Korean,Cheap,Staten Island,9:01,1.85,false
574,The Golden Rooster,Thai,Cheap,Queens,12:53,3.06,true
575,Sushi Paradise,Japanese,Expensive,Queens,12:14,1.85,false
576,The Hungry Spoon,Mexican,Medium,Manhattan,2:17,2.26,true
577,The Rustic Tavern,Italian,Expensive,Brooklyn,16:18,4.04,true
578,Mama Mia Pizzeria,Korean,Expensive,Manhattan,4:19,3.47,true
579,The Spice Route,Indian,Expensive,Bronx,16:28,3.54,true
580,Bella Italia,Italian,Medium,Brooklyn,8:57,3.07,false
581,Sushi Paradise,Indian,Cheap,Manhattan,14:04,3.29,false
582,Cafe Delight,Italian,Medium,Brooklyn,15:52,1.33,true
583,The Cozy Corner,Mexican,Medium,Staten Island,3:22,1.17,false
584,La Petite Boulangerie,Korean,Cheap,Bronx,12:48,4.78,false
585,The Hungry Spoon,Chinese,Expensive,Bronx,21:32,3.2,true
586,The Rustic Tavern,French,Cheap,Staten Island,3:56,3.78,false
587,The Golden Rooster,Korean,Medium,Manhattan,14:32,1.26,false
588,The Rustic Tavern,Mexican,Medium,Queens,19:30,3.64,true
589,Sushi Paradise,Chinese,Cheap,Manhattan,6:35,2.91,true
590,The Hungry Spoon,Indian,Cheap,Staten Island,16:23,2.69,false
591,Sushi Paradise,Greek,Expensive,Bronx,6:58,3.25,true
592,The Rustic Tavern,Chinese,Cheap,Queens,21:42,4.89,true
593,The Spice Route,Mexican,Expensive,Brooklyn,7:06,3.13,true
594,The Spice Route,Greek,Cheap,Queens,19:42,2.66,true
595,Mama Mia Pizzeria,Japanese,Medium,Manhattan,2:33,3.17,true
596,The Golden Rooster,Italian,Cheap,Staten Island,19:32,1.26,false
597,Mama Mia Pizzeria,Chinese,Medium,Manhattan,18:18,2.4,true
598,Cafe Delight,Thai,Expensive,Manhattan,14:28,2.17,true
599,The Rustic Tavern,Greek,Cheap,Queens,16:36,1.86,true
600,The Golden Rooster,Korean,Cheap,Bronx,5:42,2.13,true
601,Cafe Delight,Japanese,Medium,Staten Island,17:32,1.9,false
602,The Spice Route,French,Cheap,Staten Island,9:57,1.39,true
603,Mama Mia Pizzeria,Indian,Medium,Bronx,1:04,3.04,true
604,Sushi Paradise,Greek,Cheap,Staten Island,10:23,3.88,false
605,The Cozy Corner,Japanese,Cheap,Queens,1:56,1.24,true
606,Cafe Delight,Korean,Medium,Queens,13:24,4.81,true
607,The Cozy Corner,Japanese,Expensive,Staten Island,7:55,3.14,true
608,Sushi Paradise,Italian,Expensive,Bronx,6:38,1.32,false
609,The Hungry Spoon,Korean,Medium,Queens,14:52,1.63,false
610,The Golden Rooster,Indian,Cheap,Queens,4:21,3.52,false
611,The Rustic Tavern,Indian,Medium,Manhattan,0:11,2.68,false
612,Bella Italia,Chinese,Cheap,Manhattan,2:39,3.89,false
613,Mama Mia Pizzeria,Spanish,Expensive,Queens,10:31,4.53,false
614,La Petite Boulangerie,Spanish,Medium,Bronx,0:18,3.37,true
615,The Spice Route,Japanese,Medium,Manhattan,3:51,1.42,false
616,The Cozy Corner,Greek,Expensive,Manhattan,12:01,4.31,true
617,The Rustic Tavern,Greek,Expensive,Bronx,15:50,4.45,true
618,The Golden Rooster,French,Medium,Brooklyn,17:13,4.51,false
619,The Golden Rooster,Thai,Expensive,Queens,11:59,3.81,false
620,The Rustic Tavern,Greek,Cheap,Staten Island,2:57,1.65,true
621,The Cozy Corner,Greek,Cheap,Brooklyn,8:27,3.05,false
622,The Hungry Spoon,Greek,Cheap,Bronx,23:47,3.89,false
623,The Spice Route,Thai,Expensive,Manhattan,4:45,3.47,true
624,Bella Italia,Greek,Expensive,Queens,20:19,4.02,true
625,Sushi Paradise,Mexican,Cheap,Bronx,21:15,3.27,false
626,The Hungry Spoon,Chinese,Expensive,Manhattan,15:05,2.56,true
627,Sushi Paradise,French,Expensive,Staten Island,1:42,2.27,false
628,La Petite Boulangerie,Thai,Medium,Bronx,1:31,4.28,true
629,The Cozy Corner,Korean,Cheap,Bronx,23:30,1.41,false
630,Cafe Delight,Greek,Medium,Manhattan,7:18,4.44,true
631,La Petite Boulangerie,Chinese,Expensive,Staten Island,4:20,4.26,true
632,Cafe Delight,Korean,Expensive,Bronx,4:49,4.71,true
633,The Golden Rooster,Korean,Medium,Staten Island,2:21,3.46,true
634,The Hungry Spoon,French,Expensive,Brooklyn,3:40,4.73,false
635,The Hungry Spoon,Chinese,Expensive,Staten Island,9:07,1.43,true
636,The Spice Route,Japanese,Medium,Bronx,13:39,1.43,true
637,Mama Mia Pizzeria,French,Medium,Bronx,9:04,3.89,false
638,The Golden Rooster,Italian,Cheap,Manhattan,11:51,1.45,false
639,Sushi Paradise,Korean,Expensive,Brooklyn,8:15,3.81,false
640,The Cozy Corner,Thai,Medium,Manhattan,20:25,1.02,false
641,The Spice Route,Japanese,Medium,Queens,18:53,3.8,true
642,The Rustic Tavern,Italian,Cheap,Bronx,12:51,1.62,false
643,The Cozy Corner,Italian,Medium,Staten Island,2:46,1.2,true
644,Mama Mia Pizzeria,Greek,Cheap,Queens,21:33,4.59,false
645,The Rustic Tavern,Spanish,Medium,Brooklyn,10:10,4.76,true
646,The Rustic Tavern,Thai,Cheap,Manhattan,6:21,1.36,false
647,Sushi Paradise,Indian,Expensive,Staten Island,20:44,2.18,true
648,Mama Mia Pizzeria,Greek,Cheap,Staten Island,15:52,4.74,false
649,Mama Mia Pizzeria,Italian,Expensive,Brooklyn,16:57,1.27,true
650,Cafe Delight,Mexican,Medium,Queens,21:25,1.77,false
651,The Spice Route,French,Medium,Staten Island,14:16,2.34,false
652,The Hungry Spoon,French,Cheap,Staten Island,14:33,4.35,true
653,Cafe Delight,Spanish,Expensive,Bronx,18:17,1.62,false
654,Sushi Paradise,Spanish,Cheap,Brooklyn,7:57,2.91,false
655,The Hungry Spoon,Spanish,Medium,Staten Island,23:51,2.51,false
656,The Rustic Tavern,Indian,Medium,Queens,9:39,2.1,false
657,The Golden Rooster,Thai,Expensive,Staten Island,8:36,4.91,true
658,The Spice Route,Italian,Cheap,Bronx,5:07,3.72,true
659,The Hungry Spoon,Thai,Expensive,Queens,15:35,1.59,true
660,The Golden Rooster,Thai,Cheap,Staten Island,22:29,4.6,false
661,Cafe Delight,French,Cheap,Staten Island,14:24,1.25,false
662,The Hungry Spoon,Indian,Medium,Brooklyn,5:46,3.12,true
663,Cafe Delight,Mexican,Expensive,Brooklyn,22:46,3.29,true
664,La Petite Boulangerie,Italian,Medium,Staten Island,20:00,4.87,false
665,The Rustic Tavern,French,Expensive,Manhattan,3:38,1.69,false
666,The Hungry Spoon,Italian,Medium,Brooklyn,15:27,3.07,true
667,The Golden Rooster,Japanese,Medium,Bronx,2:39,2.43,false
668,The Hungry Spoon,French,Cheap,Staten Island,5:03,4.18,true
669,Bella Italia,Thai,Cheap,Manhattan,23:15,3.37,true
670,The Rustic Tavern,Indian,Medium,Bronx,16:30,1.03,true
671,La Petite Boulangerie,French,Cheap,Queens,3:57,4.88,false
672,La Petite Boulangerie,Italian,Expensive,Queens,2:44,2.85,false
673,Bella Italia,French,Medium,Bronx,17:26,1.84,true
674,The Golden Rooster,French,Medium,Manhattan,14:46,4.0,true
675,La Petite Boulangerie,Indian,Medium,Manhattan,14:22,4.47,true
676,The Cozy Corner,Mexican,Medium,Staten Island,0:12,1.66,false
677,Sushi Paradise,Korean,Cheap,Manhattan,11:33,1.63,true
678,Cafe Delight,French,Medium,Staten Island,9:51,2.93,true
679,Cafe Delight,Japanese,Cheap,Bronx,11:38,4.45,false
680,Bella Italia,Indian,Medium,Bronx,21:38,2.44,true
681,The Hungry Spoon,Japanese,Medium,Queens,21:05,3.09,true
682,The Golden Rooster,Italian,Medium,Bronx,13:18,4.66,false
683,The Rustic Tavern,French,Expensive,Staten Island,0:51,2.82,false
684,The Rustic Tavern,Japanese,Expensive,Queens,12:56,3.65,false
685,The Rustic Tavern,Spanish,Cheap,Brooklyn,12:21,2.66,false
686,The Hungry Spoon,Italian,Medium,Bronx,15:05,2.58,true
687,Sushi Paradise,Spanish,Medium,Queens,9:51,4.43,true
688,La Petite Boulangerie,Indian,Expensive,Manhattan,6:17,1.05,true
689,Bella Italia,Spanish,Cheap,Bronx,13:37,4.89,true
690,Cafe Delight,French,Cheap,Staten Island,9:06,4.85,false
691,Sushi Paradise,Indian,Cheap,Bronx,10:15,3.49,false
692,The Cozy Corner,Chinese,Medium,Staten Island,21:42,1.37,true
693,The Hungry Spoon,Mexican,Expensive,Brooklyn,3:33,3.68,false
694,The Rustic Tavern,French,Medium,Staten Island,5:35,2.01,false
695,Cafe Delight,Japanese,Expensive,Bronx,21:48,1.01,false
696,Cafe Delight,Mexican,Cheap,Staten Island,7:33,1.34,true
697,The Spice Route,Japanese,Expensive,Brooklyn,19:50,4.05,false
698,Mama Mia Pizzeria,Spanish,Cheap,Queens,23:34,1.1,false
699,The Cozy Corner,Korean,Cheap,Brooklyn,7:33,2.86,true
700,The Cozy Corner,Indian,Expensive,Manhattan,11:12,1.08,false
701,The Rustic Tavern,Greek,Cheap,Manhattan,6:24,3.26,false
702,Bella Italia,Thai,Medium,Bronx,21:54,2.02,false
703,The Spice Route,French,Cheap,Staten Island,17:06,3.76,false
704,Cafe Delight,Korean,Expensive,Brooklyn,3:34,3.1,false
705,Sushi Paradise,French,Cheap,Bronx,11:07,3.16,false
706,The Hungry Spoon,Japanese,Expensive,Queens,19:15,1.9,true
707,Sushi Paradise,Japanese,Medium,Staten Island,13:01,2.22,false
708,Bella Italia,Spanish,Cheap,Bronx,9:58,2.24,false
709,The Spice Route,Indian,Cheap,Queens,14:19,4.04,false
710,The Rustic Tavern,Japanese,Medium,Bronx,8:12,1.57,false
711,The Rustic Tavern,Greek,Expensive,Brooklyn,23:04,1.1,false
712,Cafe Delight,Chinese,Expensive,Bronx,16:05,3.89,true
713,Sushi Paradise,Indian,Medium,Brooklyn,18:19,3.16,false
714,The Cozy Corner,French,Medium,Manhattan,16:35,2.86,false
715,La Petite Boulangerie,Korean,Medium,Queens,7:10,1.9,true
716,The Spice Route,Spanish,Expensive,Queens,6:26,1.63,true
717,Cafe Delight,Spanish,Expensive,Queens,17:15,4.69,true
718,The Golden Rooster,Japanese,Expensive,Manhattan,10:47,3.42,true
719,Bella Italia,Korean,Medium,Manhattan,7:29,2.08,false
720,The Hungry Spoon,French,Cheap,Staten Island,1:49,3.3,false
721,Bella Italia,Spanish,Cheap,Staten Island,7:54,2.37,false
722,Bella Italia,Chinese,Cheap,Brooklyn,22:19,4.82,true
723,La Petite Boulangerie,Mexican,Cheap,Manhattan,19:39,3.69,false
724,The Cozy Corner,Japanese,Medium,Queens,20:31,4.27,false
725,The Cozy Corner,Italian,Cheap,Queens,12:04,3.35,false
726,Bella Italia,Japanese,Medium,Queens,13:42,3.4,false
727,Sushi Paradise,Greek,Medium,Brooklyn,4:23,2.75,false
728,La Petite Boulangerie,Japanese,Expensive,Brooklyn,13:29,1.95,false
729,The Hungry Spoon,French,Expensive,Bronx,13:01,4.26,true
730,Bella Italia,Greek,Cheap,Bronx,1:12,4.98,false
731,La Petite Boulangerie,Indian,Cheap,Bronx,13:00,4.71,true
732,The Golden Rooster,Chinese,Medium,Manhattan,2:22,2.4,true
733,The Hungry Spoon,Chinese,Expensive,Manhattan,10:43,4.56,true
734,Mama Mia Pizzeria,Korean,Cheap,Queens,10:54,2.04,false
735,The Spice Route,Japanese,Cheap,Bronx,18:18,2.12,false
736,Cafe Delight,Thai,Medium,Brooklyn,1:11,4.25,true
737,Cafe Delight,Spanish,Medium,Brooklyn,21:27,4.12,false
738,The Hungry Spoon,Greek,Cheap,Brooklyn,20:47,2.09,true
739,The Cozy Corner,Italian,Expensive,Manhattan,1:58,1.36,true
740,The Hungry Spoon,Korean,Cheap,Bronx,8:43,4.15,true
741,The Rustic Tavern,Thai,Expensive,Bronx,12:19,3.66,true
742,The Spice Route,Italian,Expensive,Staten Island,16:15,3.9,false
743,Mama Mia Pizzeria,Mexican,Expensive,Bronx,23:22,4.68,true
744,La Petite Boulangerie,Greek,Expensive,Bronx,11:58,1.41,true
745,Bella Italia,Chinese,Expensive,Staten Island,7:06,4.17,false
746,Cafe Delight,Spanish,Expensive,Manhattan,4:52,1.47,false
747,Cafe Delight,Spanish,Cheap,Bronx,21:32,1.03,true
748,Sushi Paradise,Thai,Expensive,Bronx,13:27,3.97,true
749,Mama Mia Pizzeria,Italian,Expensive,Bronx,2:16,3.2,false
750,The Cozy Corner,Chinese,Expensive,Queens,1:53,4.03,false
751,The Cozy Corner,Japanese,Cheap,Queens,6:31,1.86,false
752,Bella Italia,Korean,Cheap,Bronx,13:14,2.54,true
753,Sushi Paradise,Italian,Cheap,Brooklyn,8:32,1.69,true
754,The Hungry Spoon,Greek,Expensive,Staten Island,22:34,1.57,false
755,La Petite Boulangerie,Thai,Medium,Bronx,10:34,3.67,false
756,The Hungry Spoon,French,Cheap,Staten Island,11:11,3.8,true
757,The Golden Rooster,Chinese,Cheap,Staten Island,17:55,2.98,false
758,The Hungry Spoon,Korean,Cheap,Queens,21:24,3.2,false
759,Sushi Paradise,French,Expensive,Queens,14:53,4.1,true
760,The Spice Route,Mexican,Expensive,Manhattan,1:36,2.58,false
761,Cafe Delight,Chinese,Cheap,Manhattan,7:37,3.66,false
762,The Rustic Tavern,Mexican,Medium,Bronx,11:05,3.55,false
763,The Spice Route,Indian,Cheap,Queens,20:25,1.1,true
764,The Rustic Tavern,Korean,Cheap,Manhattan,2:00,1.28,false
765,Cafe Delight,Spanish,Expensive,Manhattan,4:39,4.95,true
766,Cafe Delight,Greek,Medium,Bronx,5:04,3.9,true
767,The Golden Rooster,French,Cheap,Queens,8:25,4.87,true
768,Bella Italia,Chinese,Cheap,Bronx,3:50,4.82,true
769,Bella Italia,Italian,Cheap,Manhattan,14:30,3.04,true
770,The Hungry Spoon,Thai,Medium,Bronx,0:42,1.32,false
771,Cafe Delight,Japanese,Expensive,Brooklyn,15:49,1.68,false
772,The Golden Rooster,Indian,Cheap,Brooklyn,15:56,2.5,false
773,The Hungry Spoon,Spanish,Medium,Staten Island,15:12,3.21,true
774,The Cozy Corner,Mexican,Medium,Staten Island,18:35,1.5,true
775,Mama Mia Pizzeria,French,Cheap,Manhattan,3:11,1.13,true
776,Cafe Delight,French,Expensive,Brooklyn,19:00,2.24,false
777,The Golden Rooster,Italian,Medium,Bronx,18:38,3.41,true
778,The Hungry Spoon,Greek,Cheap,Bronx,6:07,1.77,false
779,Cafe Delight,Chinese,Cheap,Brooklyn,3:06,1.61,false
